web-scraper-order,web-scraper-start-url,Game_title,Rating,Downloads
"1613978208-829","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=153","ZZZ_UNK_FC3023G","5/5","744"
"1613978482-2862","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=51","Guardian Legend, The","4.3/5","8,632"
"1613978458-2687","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=60","Joypad Test Cartridge","4.3/5","890"
"1613978450-2618","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=63","Killerman (Bomberman Collection Hack)","4.7/5","911"
"1613978601-3713","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=8","Arctic [t1]","0/5","600"
"1613978283-1380","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=125","Super Ninja Acid Bros (SMB1 Hack)","3.8/5","1,816"
"1613978482-2854","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=51","Greg Norman's Golf Power","4.6/5","1,099"
"1613978390-2178","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=85","Mortal Kombat V1996 Turbo 30 Peoples","4.1/5","6,906"
"1613978518-3117","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=38","Dynamite Bowl","4.8/5","795"
"1613978422-2416","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=73","Mario 7-in-1 (Mapper 04)","4.2/5","6,269"
"1613978458-2673","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=60","Jia A Fung Yun","5/5","755"
"1613978477-2829","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=53","HES 6-in-1 (A)","2.5/5","1,137"
"1613978404-2278","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=80","Mermaids Of Atlantis","3.4/5","1,567"
"1613978388-2153","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=86","Ms Pac-Man (Namco)","4.7/5","11,664"
"1613978264-1239","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=132","Tetris","4.3/5","173,738"
"1613978417-2380","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=75","Mario Mixed Fruit (SMB1 Hack)","3.4/5","1,249"
"1613978358-1947","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=97","Probotector","3.9/5","7,912"
"1613978420-2392","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=74","Mario Different Levels (Hack)","3.1/5","1,948"
"1613978518-3115","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=38","Dynablaster","3.9/5","2,434"
"1613978427-2459","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=71","Magic Jewelry (As)","4/5","7,902"
"1613978414-2354","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=76","Mario Tokes A Doobie (SMB1 Hack)","4.8/5","1,311"
"1613978589-3635","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=12","Barney Bros (SMB1 Hack)","4.4/5","3,031"
"1613978358-1936","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=97","Predator","4.2/5","7,227"
"1613978583-3601","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=14","Beauty And The Beast","4.3/5","3,002"
"1613978542-3298","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=29","Deep Dungeon 4 - Kuro No Youjutsushi [T-Eng_Partial]","4.8/5","683"
"1613978213-860","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=151","ZZZ_UNK_Donald Duck (Bad CHR 1b4603ac)","5/5","1,382"
"1613978364-1980","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=95","Platoon (VS)","4.7/5","2,548"
"1613978294-1465","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=121","Super Mario Bros (JU) (No Title Hack)","3.8/5","13,020"
"1613978412-2346","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=77","Master Fighter 2 [a2]","4.2/5","1,734"
"1613978302-1515","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=118","Super Black Onyx [hM02]","3.3/5","542"
"1613978501-2996","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=44","Flipull - An Exciting Cube Game [p2]","5/5","797"
"1613978336-1787","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=105","Sangokushi","5/5","1,097"
"1613978286-1404","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=124","Super Mario Kart Rider","4.1/5","16,795"
"1613978450-2630","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=63","King's Knight [T-French]","4.6/5","893"
"1613978417-2382","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=75","Mario Nasubi 2 (SMB1 Hack)","3.5/5","1,480"
"1613978350-1881","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=100","Raid On Bungeling Bay","4.7/5","1,671"
"1613978302-1514","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=118","Super Black Onyx","5/5","703"
"1613978344-1847","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=102","Road Fighter (CCE)","4.8/5","1,194"
"1613978469-2768","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=56","Ice Climber (ASCII Chinese) (Ice Climber Hack)","4/5","2,027"
"1613978617-3841","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=2","3-in-1","3.8/5","7,715"
"1613978507-3040","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=42","Final Fantasy 3 [T-Eng][a1]","4/5","2,173"
"1613978369-2019","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=93","Peach & Daisy In The Ultimate Quest (SMB3 Hack)","4/5","1,407"
"1613978227-958","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=146","YY-SMB2 B1 Vx.xx (SMB1 Hack)","3.1/5","692"
"1613978245-1095","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=139","UPS Bros (SMB1 Hack)","4.1/5","1,368"
"1613978299-1507","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=119","Super Dirt Bros (SMB1 Hack) [a1]","5/5","646"
"1613978277-1343","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=127","Superman [hFFE]","5/5","985"
"1613978520-3140","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=37","Duck Hunt (JUE)","3.8/5","15,564"
"1613978562-3438","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=22","Cattou Ninden Teyandee [T-Eng]","4.3/5","2,792"
"1613978469-2762","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=56","Hyper Mario (SMB1 Hack) [a2]","4.2/5","2,990"
"1613978498-2985","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=45","Galaga [T-Port]","3.9/5","1,036"
"1613978417-2389","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=75","Mario Runner","4.1/5","2,600"
"1613978406-2292","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=79","Mega Man 3","4.3/5","86,773"
"1613978366-1992","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=94","Phantom Fighter","3.2/5","2,591"
"1613978406-2307","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=79","Mega Man In Icarus World (Hack)","4.5/5","1,890"
"1613978531-3215","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=33","Double Dragon","4.1/5","32,022"
"1613978438-2550","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=67","Lesbian Tennis (Tennis Hack)","3.4/5","2,412"
"1613978235-1020","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=143","Wizards & Warriors","4.4/5","8,317"
"1613978455-2670","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=61","Kamen Rider Kurabu [hFFE][a2]","4.1/5","794"
"1613978347-1863","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=101","RC Pro-Am 2","4.9/5","9,908"
"1613978430-2488","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=70","Mach Rider (JU)","4.7/5","2,063"
"1613978469-2766","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=56","Icarus In The Hood (Kid Icarus Hack)","4.8/5","2,012"
"1613978601-3730","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=8","ASCII Mario (Final) (SMB1 Hack)","4/5","1,712"
"1613978458-2677","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=60","Jordan Vs Bird - One On One","4.5/5","3,660"
"1613978205-806","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=154","ZZZ_UNK_FC4007elysion","0/5","402"
"1613978595-3682","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=10","Bad Dudes","4/5","12,145"
"1613978520-3143","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=37","Duck Hunt (PC10)","3.8/5","4,905"
"1613978205-804","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=154","ZZZ_UNK_FC3044","0/5","453"
"1613978205-797","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=154","ZZZ_UNK_FC3037","0/5","430"
"1613978412-2335","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=77","Martroid (SMB1 Hack) [a1]","0/5","673"
"1613978487-2905","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=49","Golgo 13 - Dai 1 Shou - Kamigami No Tasogare [hFFE][a1]","4.5/5","868"
"1613978495-2963","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=46","Ganbare Goemon! - Karakuri Douchuu [hFFE][a2]","5/5","524"
"1613978377-2072","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=90","Ninja Kun [p2]","5/5","1,039"
"1613978291-1449","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=122","Super Mario Bros 2 (PRG 0) [T-Swed1.0]","5/5","1,606"
"1613978550-3361","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=26","Conquest Of The Crystal Palace","4.1/5","3,579"
"1613978261-1220","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=133","Tie Fighter 2 (SMB2 Hack)","0/5","914"
"1613978291-1437","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=122","Super Mario Bros 1.5 V1.0 (SMB1 Hack)","4.7/5","4,624"
"1613978350-1887","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=100","Rampage","4/5","19,511"
"1613978401-2265","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=81","Mickey's Safari In Letterland","4.3/5","6,745"
"1613978240-1058","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=141","Wall Street Kid","4.4/5","3,633"
"1613978377-2091","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=90","Odd Mario (SMB1 Hack)","5/5","732"
"1613978531-3220","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=33","Double Dragon [hFFE]","4.5/5","1,765"
"1613978240-1071","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=141","Weirdo Warrior (Dragon Warrior Hack)","0/5","615"
"1613978572-3528","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=18","Bubble Bobble Shitmongers (Hack)","3.8/5","1,096"
"1613978466-2742","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=57","Ikari Warriors","4.4/5","9,017"
"1613978487-2895","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=49","Godzilla - Monster Of Monsters!","3.6/5","28,553"
"1613978232-1007","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=144","WWF Wrestlemania","3.3/5","11,758"
"1613978455-2654","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=61","Kabuki - Quantum Fighter","4.3/5","3,036"
"1613978237-1033","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=142","Werewolf - The Last Warrior","3.2/5","5,944"
"1613978450-2623","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=63","King Neptune's Adventure","4.2/5","1,841"
"1613978559-3425","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=23","Choplifter [hM03]","3.7/5","2,022"
"1613978245-1097","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=139","Urban Champion (JU)","4.4/5","7,727"
"1613978556-3398","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=24","Circus Charlie [a1]","4.3/5","2,026"
"1613978200-755","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=156","ZZZ_UNK_Gomoku Narabe (Bad CHR 8eab0582)","4.5/5","987"
"1613978469-2753","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=56","Hyaku No Sekai No Monogatari - The Tales On A Watery Wilderness [T-Eng.99999.837]","0/5","939"
"1613978531-3218","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=33","Double Dragon (Nude Hack)","4.5/5","4,491"
"1613978615-3823","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=3","72-in-1 (Menu)","4/5","9,247"
"1613978542-3306","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=29","Deja Vu","4/5","5,326"
"1613978562-3446","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=22","Championship Pool","4.3/5","2,898"
"1613978515-3106","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=39","F-15 Strike Eagle","4.6/5","2,402"
"1613978435-2523","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=68","Little Nemo - The Dream Master","4.2/5","19,268"
"1613978379-2111","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=89","Ninja Kun - Ashura No Shou [T-Eng]","3.8/5","2,420"
"1613978208-819","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=153","ZZZ_UNK_FC2122","0/5","447"
"1613978589-3638","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=12","Baseball","4/5","10,002"
"1613978401-2270","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=81","Mig-29 Soviet Fighter","2/5","1,629"
"1613978406-2304","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=79","Mega Man 6 [T-Swed_Partial]","4.6/5","1,193"
"1613978372-2049","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=92","Paperboy 2","4.3/5","6,826"
"1613978520-3137","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=37","Drop Zone","3.8/5","1,972"
"1613978601-3721","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=8","Arkanoid","4.4/5","5,657"
"1613978336-1772","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=105","RumbleStation 15-in-1","4.4/5","1,231"
"1613978248-1120","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=138","Ultimate Air Combat","4.8/5","2,102"
"1613978280-1365","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=126","Super Spike V'Ball","3.3/5","5,378"
"1613978197-737","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=157","ZZZ_UNK_MARIO98","4.8/5","1,169"
"1613978213-859","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=151","ZZZ_UNK_Dizzy The Adventurer (Unl)","0/5","1,393"
"1613978525-3184","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=35","Dragon Ball Z - Kyoushuu! Saiya Jin","3.9/5","5,665"
"1613978455-2655","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=61","Kabuki - Quantum Fighter","3.8/5","1,692"
"1613978200-767","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=156","ZZZ_UNK_IKWARR2","5/5","867"
"1613978463-2720","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=58","Indora No Hikari [hM02]","4.4/5","787"
"1613978520-3136","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=37","Dragon's Lair","4.1/5","4,591"
"1613978304-1536","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=117","Super Abe Bros 3 (SMB3 Hack)","5/5","972"
"1613978589-3649","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=12","Baseball Stars","4.5/5","9,796"
"1613978606-3770","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=6","Alice Cooper (SMB1 Hack)","3.2/5","2,436"
